ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11207738,JB121182,1/18/18 21:30,063XX S PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,725,7,15,67,08B,1166087,1862578,2018,1/29/18 15:51,41.77849195,-87.66666319,"(41.778491954, -87.666663186)"
11207737,JB121213,1/18/18 22:08,021XX N KENNETH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,2522,25,31,20,08B,1146371,1913882,2018,1/29/18 15:51,41.91967362,-87.73763939,"(41.919673623, -87.737639391)"
11207734,JB120899,1/18/18 7:30,101XX S LAFAYETTE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,511,5,9,49,5,1177712,1837759,2018,1/29/18 15:51,41.71013041,-87.62479462,"(41.710130412, -87.624794615)"
11207733,JB121223,1/17/18 18:30,001XX N MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,111,1,42,32,11,1177276,1901405,2018,1/29/18 15:51,41.88479095,-87.62446924,"(41.884790951, -87.624469241)"
11207732,JB119658,1/17/18 17:40,096XX S WOODLAWN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,511,5,8,50,7,1185898,1841236,2018,1/29/18 15:51,41.71948295,-87.59470718,"(41.719482954, -87.594707177)"
11207731,JB121243,1/17/18 11:00,001XX W 112TH ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,522,5,34,49,6,1177315,1830687,2018,1/29/18 15:51,41.69073279,-87.62646106,"(41.69073279, -87.626461055)"
11207730,JB121099,1/18/18 19:50,124XX S UNION AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,523,5,34,53,04A,1173908,1822413,2018,1/29/18 15:51,41.66810365,-87.63917832,"(41.668103653, -87.639178322)"
11207728,JB121119,1/18/18 15:52,041XX N MARINE DR,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1915,19,46,3,17,1171210,1927608,2018,1/29/18 15:51,41.9568286,-87.64597306,"(41.956828595, -87.645973056)"
11207727,JB121008,1/18/18 16:35,062XX S LAFLIN ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,TRUE,FALSE,713,7,16,67,15,1167404,1863321,2018,1/29/18 15:51,41.78050272,-87.66181371,"(41.780502719, -87.661813708)"
11207724,JB121003,1/18/18 18:46,003XX E 136TH ST,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,FALSE,FALSE,533,5,9,54,26,1180742,1815115,2018,1/29/18 15:51,41.64792303,-87.61439028,"(41.647923027, -87.614390277)"
11207723,JB121157,1/18/18 21:14,040XX W GLADYS AVE,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,1132,11,24,26,04B,1149514,1898049,2018,1/29/18 15:51,41.87616575,-87.72650291,"(41.87616575, -87.726502905)"
11207722,JB121087,1/18/18 20:00,059XX S MICHIGAN AVE,041A,BATTERY,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,232,2,20,40,04B,1178175,1865611,2018,1/29/18 15:51,41.7865491,-87.62225611,"(41.786549104, -87.622256111)"
11207721,JB121193,1/18/18 21:25,049XX S CALUMET AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,TRUE,FALSE,224,2,3,38,04B,1179267,1872372,2018,1/29/18 15:51,41.80507706,-87.61804604,"(41.805077058, -87.618046039)"
11207718,JB121172,1/18/18 20:41,002XX E 115TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,531,5,9,49,26,1179714,1828756,2018,1/29/18 15:51,41.68537949,-87.61773694,"(41.685379492, -87.617736935)"
11207717,JB121207,1/18/18 22:12,108XX S AVENUE H,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,432,4,10,52,04A,1202852,1833709,2018,1/29/18 15:51,41.69841234,-87.53286744,"(41.69841234, -87.532867444)"
11207716,JB121173,1/18/18 9:00,059XX S TRIPP AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,813,8,13,65,7,1149055,1864794,2018,1/29/18 15:51,41.78491839,-87.7290471,"(41.784918386, -87.729047103)"
11207715,JB121145,1/7/18 20:00,058XX N GLENWOOD AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,2013,20,48,77,08A,1165931,1938685,2018,1/29/18 15:51,41.98733882,-87.6650624,"(41.987338819, -87.665062403)"
11207714,JB121190,1/18/18 21:31,031XX W LEXINGTON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1134,11,24,27,08B,1155541,1896532,2018,1/29/18 15:51,41.87188388,-87.70441453,"(41.871883883, -87.704414529)"
11207713,JB120722,1/13/18 21:03,082XX S CALUMET AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,631,6,6,44,26,1179906,1850419,2018,1/29/18 15:51,41.7448212,-87.61637371,"(41.744821197, -87.61637371)"
11207711,JB121237,1/18/18 22:30,065XX W 63RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,812,8,23,64,14,1134009,1862038,2018,1/29/18 15:51,41.77763234,-87.78427784,"(41.777632338, -87.784277838)"
11207710,JB121185,1/18/18 21:40,012XX S WABASH AVE,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,131,1,2,33,6,1176963,1894862,2018,1/29/18 15:51,41.86684367,-87.62581667,"(41.866843668, -87.625816668)"
11207709,JB120530,1/18/18 12:00,075XX S LAFAYETTE AVE,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,TRUE,623,6,6,69,08A,1177143,1855067,2018,1/29/18 15:51,41.75763859,-87.62635773,"(41.757638586, -87.626357727)"
11207708,JB121192,1/18/18 21:49,008XX W 50TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,933,9,3,61,08B,1171592,1871364,2018,1/29/18 15:51,41.80248283,-87.64622412,"(41.802482828, -87.646224121)"
11207707,JB121169,1/18/18 20:50,085XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,632,6,6,44,6,1183056,1848421,2018,1/29/18 15:51,41.73926587,-87.60489375,"(41.739265865, -87.604893749)"
11207705,JB121144,1/18/18 20:30,052XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2023,20,48,77,14,1168307,1934942,2018,1/29/18 15:51,41.97701673,-87.65643223,"(41.977016728, -87.656432228)"
11207704,JB121023,1/18/18 19:00,048XX N SHERIDAN RD,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2024,20,48,3,08B,1168762,1932302,2018,1/29/18 15:51,41.96976262,-87.65483589,"(41.969762615, -87.654835892)"
11207703,JB121233,1/18/18 22:45,019XX S ALLPORT ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1235,12,25,31,14,1168342,1890791,2018,1/29/18 15:51,41.85586312,-87.65758282,"(41.855863117, -87.657582824)"
11207702,JB120897,1/18/18 17:05,011XX W ARGYLE ST,1025,ARSON,AGGRAVATED,CTA PLATFORM,FALSE,FALSE,2033,20,48,3,9,1167773,1933570,2018,1/29/18 15:51,41.97326348,-87.65843572,"(41.973263481, -87.658435722)"
11207699,JB121129,1/18/18 10:00,014XX N TRIPP AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,2534,25,37,23,17,1147789,1909188,2018,1/29/18 15:51,41.90676568,-87.73255021,"(41.906765676, -87.732550205)"
11207698,JB121229,1/12/18 21:30,034XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,211,2,4,35,14,1181095,1882300,2018,1/29/18 15:51,41.83227831,-87.6110357,"(41.832278311, -87.611035696)"
11207697,JB121121,1/18/18 17:56,082XX S KINGSTON AVE,334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,STREET,FALSE,FALSE,423,4,7,46,3,1194605,1850909,2018,1/29/18 15:51,41.7458171,-87.56249931,"(41.7458171, -87.562499311)"
11207696,JB121177,1/18/18 21:12,082XX S JEFFERY BLVD,650,BURGLARY,HOME INVASION,APARTMENT,FALSE,FALSE,414,4,8,46,5,1190954,1850824,2018,1/29/18 15:51,41.74567282,-87.5758798,"(41.745672824, -87.5758798)"
11207695,JB121140,1/18/18 16:30,043XX W 76TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,FALSE,TRUE,833,8,13,65,26,1148571,1853884,2018,1/29/18 15:51,41.75498885,-87.73110177,"(41.754988848, -87.731101768)"
11207694,JB120834,1/18/18 16:08,062XX N LINCOLN AVE,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,FALSE,1711,17,50,13,6,1152477,1941288,2018,1/29/18 15:51,41.99475899,-87.7144777,"(41.994758989, -87.7144777)"
11207693,JB121146,1/18/18 20:30,101XX S WINSTON AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2213,22,21,73,04B,1169240,1837704,2018,1/29/18 15:51,41.71016659,-87.65582207,"(41.710166594, -87.655822068)"
11207692,JB120934,1/18/18 15:35,011XX N WESTERN AVE,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,TRUE,FALSE,1212,12,1,24,08A,1160197,1907701,2018,1/29/18 15:51,41.90243771,-87.68701156,"(41.902437713, -87.687011559)"
11207691,JB121126,1/18/18 20:45,013XX W MORSE AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA STATION,TRUE,FALSE,2431,24,49,1,26,1165794,1946184,2018,1/29/18 15:51,42.00791918,-87.66535113,"(42.007919177, -87.665351128)"
11207690,JB119845,1/17/18 20:05,075XX N PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,2422,24,49,1,08B,1163690,1950023,2018,1/29/18 15:51,42.01849825,-87.67298323,"(42.018498254, -87.672983233)"
11207689,JB121205,1/18/18 21:45,017XX W 47TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,FALSE,TRUE,931,9,20,61,26,1165567,1873536,2018,1/29/18 15:51,41.80857309,-87.66825875,"(41.808573091, -87.668258753)"
11207688,JB121183,1/16/18 20:00,004XX E 33RD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,211,2,4,35,11,1179504,1883151,2018,1/29/18 15:51,41.83465008,-87.61684718,"(41.834650079, -87.616847182)"
11207687,JB121184,1/18/18 12:00,048XX W WOLFRAM ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2521,25,31,19,26,1143562,1918511,2018,1/29/18 15:51,41.93242914,-87.74784407,"(41.932429142, -87.747844065)"
11207686,JB121091,1/18/18 19:05,012XX S INDEPENDENCE BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1011,10,24,29,18,1151289,1894080,2018,1/29/18 15:51,41.86523975,-87.72008978,"(41.865239745, -87.720089778)"
11207685,JB121149,1/18/18 20:54,080XX S ADA ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,612,6,21,71,26,1168729,1851352,2018,1/29/18 15:51,41.74762973,-87.65730089,"(41.747629731, -87.657300893)"
11207684,JB120244,1/18/18 7:47,021XX W WARREN BLVD,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,CHA APARTMENT,FALSE,TRUE,1223,12,2,28,04A,1162227,1900336,2018,1/29/18 15:51,41.88218535,-87.67976111,"(41.882185345, -87.67976111)"
11207683,JB121186,1/18/18 20:12,055XX S EVERETT AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,235,2,5,41,3,1188984,1868700,2018,1/29/18 15:51,41.7947734,-87.58252634,"(41.794773403, -87.582526343)"
11207682,JB120881,1/18/18 16:50,006XX N LECLAIRE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1532,15,28,25,04B,1142252,1903601,2018,1/29/18 15:51,41.89153892,-87.75302894,"(41.891538918, -87.753028938)"
11207681,JB121142,1/18/18 20:15,106XX S EGGLESTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2233,22,34,49,08B,1175173,1834301,2018,1/29/18 15:51,41.70069811,-87.63419564,"(41.700698114, -87.634195635)"
11207678,JB121028,1/18/18 18:30,021XX W 50TH ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,SIDEWALK,FALSE,FALSE,931,9,16,61,15,1163062,1871495,2018,1/29/18 15:51,41.80302517,-87.67750368,"(41.803025167, -87.677503683)"
11207677,JB121084,1/18/18 19:50,040XX S CAMPBELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,921,9,12,58,14,1160361,1877765,2018,1/29/18 15:51,41.82028695,-87.68723666,"(41.82028695, -87.687236661)"
11207676,JB120213,1/17/18 8:00,024XX S ARCHER AVE,610,BURGLARY,FORCIBLE ENTRY,NEWSSTAND,FALSE,FALSE,914,9,11,60,5,1171749,1887900,2018,1/29/18 15:51,41.84785572,-87.64516258,"(41.84785572, -87.645162578)"
11207675,JB121127,1/18/18 10:30,045XX S SACRAMENTO AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,922,9,14,58,5,1157130,1874327,2018,1/29/18 15:51,41.8109187,-87.69918257,"(41.810918695, -87.699182566)"
11207674,JB121187,1/18/18 21:37,068XX W BYRON ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1632,16,38,17,3,1130279,1925162,2018,1/29/18 15:51,41.95091879,-87.79650533,"(41.950918793, -87.796505332)"
11207671,JB121143,1/18/18 20:39,074XX N OSCEOLA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1611,16,41,9,5,1125733,1948789,2018,1/29/18 15:51,42.01583063,-87.8126886,"(42.015830631, -87.812688596)"
11207669,JB120945,1/18/18 15:11,052XX W BELMONT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1634,16,30,15,26,1140831,1920773,2018,1/29/18 15:51,41.93868704,-87.7578245,"(41.938687035, -87.757824497)"
11207667,JB121160,1/18/18 20:39,028XX W 21ST ST,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,1023,10,12,30,7,1157461,1889928,2018,1/29/18 15:51,41.853723,-87.69754496,"(41.853722996, -87.697544955)"
11207664,JB121136,1/18/18 20:35,091XX S ESSEX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,423,4,7,48,14,1194426,1844793,2018,1/29/18 15:51,41.72903867,-87.56335569,"(41.729038669, -87.563355688)"
11207662,JB121179,1/18/18 11:30,059XX S ELIZABETH ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,713,7,16,67,6,1169008,1865298,2018,1/29/18 15:51,41.78589332,-87.65587606,"(41.785893321, -87.655876058)"
11207661,JB121109,1/18/18 20:25,049XX S CALUMET AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,224,2,3,38,08B,1179267,1872379,2018,1/29/18 15:51,41.80509627,-87.61804583,"(41.805096267, -87.618045825)"
11207659,JB120903,1/18/18 16:20,005XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1834,18,42,8,6,1177337,1904068,2018,1/29/18 15:51,41.89209698,-87.62416443,"(41.892096977, -87.624164426)"
11207658,JB121090,1/18/18 19:50,038XX W FLOURNOY ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,TRUE,TRUE,1133,11,24,26,04A,1150931,1896756,2018,1/29/18 15:51,41.87259001,-87.72133398,"(41.872590005, -87.721333979)"
11207657,JB121147,1/18/18 0:45,052XX S KNOX AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,815,8,23,56,5,1146246,1869534,2018,1/29/18 15:51,41.79797942,-87.73922615,"(41.797979419, -87.739226154)"
11207656,JB121155,1/14/18 9:00,048XX N SAWYER AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1713,17,39,14,6,1153839,1931953,2018,1/29/18 15:51,41.96911613,-87.70971761,"(41.969116126, -87.709717612)"
11207655,JB120001,1/17/18 7:00,047XX S LAKE PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,222,2,4,39,26,1186364,1873970,2018,1/29/18 15:51,41.80929706,-87.59196703,"(41.809297059, -87.591967028)"
11207653,JB121029,1/17/18 18:00,079XX S INGLESIDE AVE,266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,FALSE,TRUE,624,6,8,44,2,1183941,1852500,2018,1/29/18 15:51,41.75043847,-87.6015242,"(41.750438473, -87.601524202)"
11207652,JB121163,1/17/18 0:01,061XX S KARLOV AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,813,8,13,65,5,1150093,1863487,2018,1/29/18 15:51,41.78131169,-87.72527519,"(41.781311691, -87.725275189)"
11207650,JB121168,1/18/18 20:00,010XX W HURON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1214,12,27,24,6,1169397,1904840,2018,1/29/18 15:51,41.89439177,-87.65330192,"(41.894391773, -87.653301919)"
11207649,JB121151,1/18/18 20:12,011XX S CANAL ST,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,124,1,2,28,6,1173303,1895451,2018,1/29/18 15:51,41.86854191,-87.63923536,"(41.868541914, -87.639235361)"
11207645,JB121148,1/18/18 20:55,056XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,715,7,15,67,08B,1166303,1867332,2018,1/29/18 15:51,41.79153293,-87.665736,"(41.791532925, -87.665735995)"
11207644,JB121103,1/18/18 18:55,0000X W 103RD ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,RESTAURANT,TRUE,FALSE,511,5,9,49,18,1177986,1836679,2018,1/29/18 15:51,41.70716055,-87.62382378,"(41.707160552, -87.623823775)"
11207643,JB121141,1/18/18 19:00,014XX N MILWAUKEE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1424,14,1,24,6,1163880,1909681,2018,1/29/18 15:51,41.90779403,-87.67342738,"(41.907794034, -87.673427375)"
11207642,JB121049,1/18/18 18:58,0000X E HARRISON ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,123,1,2,32,18,1176540,1897606,2018,1/29/18 15:51,41.87438293,-87.62728668,"(41.874382929, -87.627286678)"
11207639,JB121013,1/18/18 18:33,001XX E PERSHING RD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,213,2,3,38,18,1178041,1879172,2018,1/29/18 15:51,41.82376475,-87.62233611,"(41.823764751, -87.622336105)"
11207638,JB120961,1/18/18 18:00,012XX S HOMAN AVE,041A,BATTERY,AGGRAVATED: HANDGUN,APARTMENT,FALSE,FALSE,1021,10,24,29,04B,1153892,1894316,2018,1/29/18 15:51,41.86583593,-87.71052774,"(41.865835933, -87.710527744)"
11207637,JB121102,1/18/18 19:34,028XX S ASHLAND AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,912,9,11,31,04A,1166143,1885121,2018,1/29/18 15:51,41.84035131,-87.66581598,"(41.840351308, -87.665815978)"
11207636,JB121131,1/18/18 20:20,007XX W 47TH PL,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,FALSE,FALSE,935,9,11,61,26,1172192,1873372,2018,1/29/18 15:51,41.8079798,-87.6439646,"(41.807979803, -87.643964604)"
11207635,JB121044,1/18/18 19:16,079XX S ASHLAND AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,GAS STATION,TRUE,FALSE,611,6,21,71,24,1167051,1852159,2018,1/29/18 15:51,41.74988027,-87.66342658,"(41.749880266, -87.663426578)"
11207634,JB121100,1/18/18 19:27,017XX W FULLERTON AVE,850,THEFT,ATTEMPT THEFT,OTHER,FALSE,FALSE,1811,18,32,7,6,1164140,1915989,2018,1/29/18 15:51,41.92509811,-87.67229367,"(41.925098106, -87.672293669)"
11207633,JB121024,1/18/18 17:40,0000X W 95TH ST,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,634,6,21,49,6,1177762,1841949,2018,1/29/18 15:51,41.7216272,-87.62448518,"(41.721627204, -87.624485177)"
11207632,JB121112,1/18/18 19:40,036XX W HIRSCH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2535,25,26,23,26,1151638,1909065,2018,1/29/18 15:51,41.90635331,-87.71841439,"(41.906353307, -87.718414388)"
11207631,JB121105,1/18/18 18:00,0000X W 111TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,522,5,34,49,6,1177873,1831361,2018,1/29/18 15:51,41.69256976,-87.62439788,"(41.692569761, -87.624397882)"
11207630,JB121098,1/16/18 22:25,006XX N FAIRBANKS CT,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1834,18,42,8,11,1178398,1904333,2018,1/29/18 15:51,41.89280002,-87.62025979,"(41.89280002, -87.620259793)"
11207629,JB120756,1/18/18 14:15,080XX S COTTAGE GROVE AVE,460,BATTERY,SIMPLE,FEDERAL BUILDING,FALSE,FALSE,631,6,8,44,08B,1182949,1851967,2018,1/29/18 15:51,41.74899896,-87.60517584,"(41.74899896, -87.605175838)"
11207627,JB121081,1/16/18 23:43,003XX E 48TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,224,2,3,38,08B,1179072,1873263,2018,1/29/18 15:51,41.80752649,-87.61873404,"(41.807526491, -87.61873404)"
11207626,JB121095,1/18/18 19:04,002XX N LA CROSSE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,FALSE,FALSE,1532,15,28,25,15,1144001,1901209,2018,1/29/18 15:51,41.88494235,-87.74666565,"(41.884942349, -87.746665654)"
11207624,JB121106,1/17/18 12:00,052XX S CENTRAL AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,814,8,23,56,6,1139911,1869421,2018,1/29/18 15:51,41.79778713,-87.76246087,"(41.797787128, -87.76246087)"
11207623,JB121089,1/18/18 11:39,072XX S PHILLIPS AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,TRUE,334,3,7,43,6,1193752,1857410,2018,1/29/18 15:51,41.76367728,-87.56541219,"(41.763677284, -87.565412189)"
11207622,JB120942,1/18/18 13:30,026XX W OGDEN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1023,10,28,29,7,1159043,1893235,2018,1/29/18 15:51,41.86276546,-87.6916477,"(41.862765457, -87.6916477)"
11207620,JB121107,1/18/18 20:10,005XX W 14TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,124,1,2,28,14,1173110,1893666,2018,1/29/18 15:51,41.86364803,-87.63999683,"(41.863648027, -87.639996826)"
11207619,JB120935,1/18/18 17:15,045XX N CLARENDON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1914,19,46,3,6,1170091,1930547,2018,1/29/18 15:51,41.96491786,-87.65000063,"(41.96491786, -87.650000625)"
11207618,JB121093,1/18/18 14:00,002XX N LA SALLE ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,122,1,42,32,6,1175092,1901998,2018,1/29/18 15:51,41.8864674,-87.63247134,"(41.886467402, -87.632471344)"
11207617,JB121007,1/18/18 11:00,043XX N CICERO AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,FALSE,FALSE,1624,16,45,15,11,1143589,1928359,2018,1/29/18 15:51,41.95945244,-87.74749749,"(41.95945244, -87.747497487)"
11207616,JB121067,1/18/18 19:30,067XX S WINCHESTER AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,726,7,15,67,6,1164518,1859966,2018,1/29/18 15:51,41.77135751,-87.67248883,"(41.771357512, -87.672488834)"
11207615,JB121027,1/18/18 7:00,004XX W 80TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,621,6,17,44,7,1174633,1851874,2018,1/29/18 15:51,41.74893284,-87.63565141,"(41.748932838, -87.635651405)"
11207614,JB121070,1/15/18 15:00,082XX S JUSTINE ST,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,614,6,21,71,5,1167437,1850105,2018,1/29/18 15:51,41.74423554,-87.66207082,"(41.744235544, -87.662070823)"
11207613,JB121019,1/18/18 19:00,040XX W DIVERSEY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2523,25,31,21,6,1149074,1918313,2018,1/29/18 15:51,41.93178074,-87.72759307,"(41.931780735, -87.727593069)"
11207612,JB121063,1/18/18 0:54,016XX S HALSTED ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1235,12,25,31,6,1171296,1892206,2018,1/29/18 15:51,41.85968168,-87.64669872,"(41.859681682, -87.646698723)"
11207611,JB120978,1/18/18 18:22,040XX W MONTROSE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,CURRENCY EXCHANGE,FALSE,FALSE,1722,17,39,14,7,1148853,1928939,2018,1/29/18 15:51,41.96094362,-87.7281295,"(41.960943618, -87.728129498)"
11207608,JB121009,1/18/18 18:45,057XX W PATTERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1633,16,38,15,5,1137497,1923691,2018,1/29/18 15:51,41.94675509,-87.77000746,"(41.946755093, -87.770007458)"
11207607,JB121094,1/18/18 20:05,033XX N BROADWAY,810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,1925,19,44,6,6,1171665,1922192,2018,1/29/18 15:51,41.94195688,-87.64446039,"(41.941956882, -87.644460392)"
11207606,JB120768,1/18/18 12:15,006XX N STATE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1832,18,42,8,6,1176262,1904268,2018,1/29/18 15:51,41.8926701,-87.62810635,"(41.8926701, -87.628106353)"
11207604,JB120988,1/18/18 17:15,005XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,1834,18,42,8,6,1177342,1903838,2018,1/29/18 15:51,41.89146573,-87.62415304,"(41.891465732, -87.624153044)"
