ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11218498,JB135356,1/29/18 22:00,110XX S LONGWOOD DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2212,22,19,75,14,1164999,1831407,2018,2/8/18 15:48,41.69297709,-87.6715306,"(41.692977089, -87.671530595)"
11218497,JB135283,1/30/18 14:07,0000X S STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,112,1,42,32,6,1176389,1900278,2018,2/8/18 15:48,41.88171846,-87.62776043,"(41.88171846, -87.627760426)"
11218495,JB134310,1/18/18 11:00,012XX S WABASH AVE,810,THEFT,OVER $500,WAREHOUSE,FALSE,FALSE,131,1,2,33,6,1176965,1894756,2018,2/8/18 15:48,41.86655275,-87.62581253,"(41.866552752, -87.625812533)"
11218494,JB135104,1/30/18 12:17,009XX N MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,TRUE,FALSE,1833,18,42,8,11,1177324,1906733,2018,2/8/18 15:48,41.89941016,-87.62413127,"(41.899410159, -87.624131266)"
11218493,JB135342,1/30/18 15:30,010XX N KEELER AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1111,11,37,23,08A,1148187,1906782,2018,2/8/18 15:48,41.90015571,-87.73115022,"(41.900155706, -87.731150217)"
11218492,JB135327,1/30/18 15:20,053XX N RAVENSWOOD AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2012,20,40,77,08B,1163415,1935691,2018,2/8/18 15:48,41.97917668,-87.67440104,"(41.979176677, -87.674401041)"
11218491,JB135269,1/27/18 16:00,074XX S EBERHART AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,323,3,6,69,7,1180866,1855697,2018,2/8/18 15:48,41.75928261,-87.61269418,"(41.759282606, -87.612694181)"
11218489,JB135264,1/29/18 11:00,054XX S WINCHESTER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,932,9,16,61,7,1164278,1868699,2018,2/8/18 15:48,41.79532705,-87.6731228,"(41.795327054, -87.673122797)"
11218488,JB135219,1/30/18 14:00,009XX W IRVING PARK RD,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,TRUE,FALSE,1923,19,46,6,26,1169204,1926746,2018,2/8/18 15:48,41.95450715,-87.65337277,"(41.954507152, -87.653372774)"
11218487,JB134835,1/29/18 17:15,097XX S DR MARTIN LUTHER KING JR DR,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,511,5,6,49,6,1180627,1840515,2018,2/8/18 15:48,41.71762691,-87.61403515,"(41.717626914, -87.614035154)"
11218485,JB135031,1/29/18 18:00,004XX E 109TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,FALSE,513,5,9,49,08B,1181310,1832784,2018,2/8/18 15:48,41.69639635,-87.61177088,"(41.696396354, -87.611770884)"
11218484,JB135156,1/30/18 12:43,075XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,612,6,17,71,6,1166987,1854622,2018,2/8/18 15:48,41.75664045,-87.66359084,"(41.756640447, -87.663590843)"
11218482,JB135359,1/30/18 14:51,107XX S LANGLEY AVE,2027,NARCOTICS,POSS: CRACK,SPORTS ARENA/STADIUM,TRUE,FALSE,513,5,9,50,18,1182822,1833724,2018,2/8/18 15:48,41.69894095,-87.60620586,"(41.698940945, -87.606205859)"
11218481,JB135292,1/30/18 14:47,003XX S CALIFORNIA AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1124,11,2,27,24,1157776,1898179,2018,2/8/18 15:48,41.87635818,-87.69616401,"(41.876358184, -87.696164014)"
11218480,JB135343,1/30/18 15:36,016XX W HOWARD ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,TRUE,FALSE,2422,24,49,1,18,1163742,1950346,2018,2/8/18 15:48,42.01938347,-87.67278271,"(42.01938347, -87.672782709)"
11218478,JB135348,1/27/18 12:00,010XX W LAWRENCE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,FALSE,2024,20,46,3,26,1168554,1932051,2018,2/8/18 15:48,41.96907838,-87.65560801,"(41.969078381, -87.65560801)"
11218477,JB135311,1/28/18 3:00,033XX W 47TH ST,320,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,FALSE,FALSE,821,8,14,58,3,1154736,1873271,2018,2/8/18 15:48,41.80806903,-87.70799181,"(41.808069029, -87.707991807)"
11218476,JB131828,1/26/18 21:00,064XX N PAULINA ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,2432,24,40,1,5,1163935,1942724,2018,2/8/18 15:48,41.99846445,-87.67228907,"(41.998464453, -87.672289072)"
11218475,JB135222,1/30/18 14:00,015XX N LOREL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,2532,25,37,25,08B,1140410,1909621,2018,2/8/18 15:48,41.9080925,-87.759646,"(41.908092498, -87.759646001)"
11218474,JB135304,1/30/18 15:14,111XX S LONGWOOD DR,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,2212,22,19,75,5,1164871,1830886,2018,2/8/18 15:48,41.69155007,-87.67201387,"(41.691550073, -87.672013874)"
11218473,JB135075,1/30/18 11:50,006XX E 87TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,632,6,6,44,15,1181875,1847435,2018,2/8/18 15:48,41.73658752,-87.60925108,"(41.736587519, -87.609251079)"
11218472,JB135260,1/30/18 14:30,032XX W ADAMS ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1124,11,28,27,08B,1154752,1898890,2018,2/8/18 15:48,41.87837031,-87.70724814,"(41.878370307, -87.707248137)"
11218470,JB135271,1/30/18 14:40,092XX S BLACKSTONE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,413,4,8,48,08B,1187730,1843983,2018,2/8/18 15:48,41.72697769,-87.58791008,"(41.726977693, -87.587910078)"
11218469,JB135300,1/29/18 18:30,056XX N MAJOR AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1622,16,45,11,6,1137205,1937045,2018,2/8/18 15:48,41.98340497,-87.77075849,"(41.983404967, -87.770758491)"
11218468,JB135149,1/29/18 13:25,011XX N WESTERN AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1212,12,1,24,24,1160197,1907701,2018,2/8/18 15:48,41.90243771,-87.68701156,"(41.902437713, -87.687011559)"
11218467,JB135214,1/30/18 13:24,064XX S ALBANY AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,823,8,15,66,5,1156829,1861689,2018,2/8/18 15:48,41.77624435,-87.70062778,"(41.776244349, -87.700627781)"
11218465,JB135268,1/27/18 21:00,011XX W FARWELL AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2431,24,49,1,08B,1167330,1945785,2018,2/8/18 15:48,42.00679129,-87.65971142,"(42.006791289, -87.659711418)"
11218464,JB135257,1/30/18 11:11,075XX S COLES AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,RESIDENCE,TRUE,FALSE,421,4,7,43,15,1195733,1855881,2018,2/8/18 15:48,41.75943284,-87.55820205,"(41.759432839, -87.558202048)"
11218463,JB135145,1/30/18 1:30,001XX N KARLOV AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,FALSE,TRUE,1114,11,28,26,7,1149044,1900332,2018,2/8/18 15:48,41.88243967,-87.72816949,"(41.882439666, -87.728169492)"
11218460,JB135266,1/30/18 14:50,012XX S CALIFORNIA BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1022,10,24,29,08B,1157874,1894511,2018,2/8/18 15:48,41.86629083,-87.6959042,"(41.866290829, -87.6959042)"
11218459,JB135310,1/30/18 15:20,075XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,2422,24,49,1,14,1162893,1949994,2018,2/8/18 15:48,42.01843551,-87.67591687,"(42.018435512, -87.675916874)"
11218458,JB135274,1/30/18 13:50,017XX W DIVISION ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,TRUE,FALSE,1213,12,1,24,26,1164808,1908052,2018,2/8/18 15:48,41.9033043,-87.67006468,"(41.903304304, -87.670064675)"
11218457,JB135307,1/29/18 14:16,090XX S UNION AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2223,22,21,71,11,1173223,1845030,2018,2/8/18 15:48,41.73018325,-87.64101991,"(41.730183253, -87.641019911)"
11218456,JB135290,1/26/18 17:00,089XX S UNION AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2223,22,21,71,6,1173204,1845705,2018,2/8/18 15:48,41.73203597,-87.64106963,"(41.732035965, -87.641069626)"
11218455,JB135117,1/27/18 15:00,021XX N MULLIGAN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,2512,25,29,19,26,1133732,1913581,2018,2/8/18 15:48,41.91907917,-87.7840848,"(41.919079167, -87.784084798)"
11218451,JB135255,1/30/18 14:30,041XX W POTOMAC AVE,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,2534,25,37,23,08A,1148576,1908340,2018,2/8/18 15:48,41.90442352,-87.72968113,"(41.904423517, -87.729681127)"
11218450,JB135239,1/28/18 20:10,008XX N OGDEN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,FALSE,1213,12,27,24,26,1169384,1906049,2018,2/8/18 15:48,41.89770963,-87.65331447,"(41.897709629, -87.653314471)"
11218449,JB135094,1/28/18 21:00,026XX N MENARD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,2514,25,30,19,11,1137270,1916955,2018,2/8/18 15:48,41.92827489,-87.77100427,"(41.928274887, -87.771004268)"
11218448,JB134877,1/29/18 22:00,011XX W 63RD ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,712,7,16,68,26,1169933,1863026,2018,2/8/18 15:48,41.77963863,-87.65255052,"(41.779638634, -87.652550519)"
11218447,JB135246,1/29/18 14:30,001XX W NORTH AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,FALSE,FALSE,1821,18,43,8,10,1174659,1910994,2018,2/8/18 15:48,41.91116259,-87.63379204,"(41.911162587, -87.633792041)"
11218446,JB134945,1/30/18 6:30,058XX S PEORIA ST,880,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,712,7,16,68,6,1171310,1865933,2018,2/8/18 15:48,41.78758575,-87.64741726,"(41.78758575, -87.647417257)"
11218444,JB135206,1/30/18 12:30,015XX W DEVON AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2433,24,40,77,6,1164687,1942593,2018,2/8/18 15:48,41.99808902,-87.66952645,"(41.998089022, -87.669526449)"
11218443,JB135114,1/25/18 2:00,063XX N SHERIDAN RD,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2433,24,49,77,6,1168478,1942177,2018,2/8/18 15:48,41.99686602,-87.65559284,"(41.996866019, -87.655592844)"
11218442,JB135286,1/28/18 14:30,029XX S MICHIGAN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,133,1,2,35,26,1177726,1885751,2018,2/8/18 15:48,41.84182518,-87.62329222,"(41.841825184, -87.623292218)"
11218441,JB134897,1/30/18 7:15,069XX S SOUTH SHORE DR,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,331,3,5,43,20,1193429,1859408,2018,2/8/18 15:48,41.76916785,-87.56653075,"(41.76916785, -87.566530745)"
11218438,JB135250,1/19/18 0:00,005XX N LA SALLE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1831,18,42,8,11,1175051,1903744,2018,2/8/18 15:48,41.89125944,-87.63256954,"(41.891259443, -87.632569542)"
11218437,JB133920,1/29/18 13:02,006XX W 71ST ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,732,7,6,68,08B,1173056,1857809,2018,2/8/18 15:48,41.76525416,-87.64125515,"(41.765254159, -87.641255151)"
11218433,JB135200,1/30/18 14:02,067XX S HERMITAGE AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,725,7,15,67,6,1165844,1859902,2018,2/8/18 15:48,41.77115383,-87.66762998,"(41.771153826, -87.667629981)"
11218432,JB135175,1/30/18 13:35,038XX W 60TH PL,031A,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,823,8,13,65,3,1151746,1864209,2018,2/8/18 15:48,41.78326073,-87.71919594,"(41.783260734, -87.719195944)"
11218431,JB134482,1/27/18 12:46,036XX S ELLIS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,212,2,4,36,26,1181882,1881160,2018,2/8/18 15:48,41.82913188,-87.60818343,"(41.829131877, -87.60818343)"
11218430,JB133854,1/29/18 11:30,007XX E 130TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,533,5,9,54,08B,1183459,1819069,2018,2/8/18 15:48,41.6587108,-87.6043275,"(41.658710798, -87.604327498)"
11218429,JB128922,1/25/18 8:55,020XX W 62ND ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,714,7,15,67,08B,1163651,1863525,2018,2/8/18 15:48,41.78114212,-87.67556718,"(41.781142124, -87.675567181)"
11218428,JB135211,1/30/18 12:44,068XX S NORMAL BLVD,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,722,7,6,68,08B,1174130,1859520,2018,2/8/18 15:48,41.76992556,-87.63726788,"(41.769925563, -87.637267875)"
11218427,JB135018,1/29/18 14:00,0000X E 112TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT/LAND,FALSE,FALSE,531,5,9,49,14,1178433,1830383,2018,2/8/18 15:48,41.68987332,-87.62237719,"(41.689873321, -87.62237719)"
11218426,JB135135,1/30/18 13:00,036XX W DOUGLAS BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1011,10,24,29,08B,1152152,1893044,2018,2/8/18 15:48,41.86237988,-87.71694896,"(41.862379882, -87.716948963)"
11218425,JB128891,1/24/18 16:00,020XX W 62ND ST,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,714,7,15,67,08A,1163651,1863525,2018,2/8/18 15:48,41.78114212,-87.67556718,"(41.781142124, -87.675567181)"
11218422,JB135159,1/30/18 13:30,070XX S MAY ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,733,7,17,68,08B,1169870,1858045,2018,2/8/18 15:48,41.76597152,-87.65292596,"(41.765971524, -87.652925956)"
11218421,JB135171,1/30/18 12:40,023XX S CALIFORNIA AVE,610,BURGLARY,FORCIBLE ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1034,10,12,30,5,1158058,1888522,2018,2/8/18 15:48,41.84985263,-87.69539208,"(41.849852628, -87.695392076)"
11218420,JB135229,1/18/18 22:00,004XX N CLARK ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1175463,1903198,2018,2/8/18 15:48,41.88975195,-87.63107289,"(41.889751946, -87.631072891)"
11218418,JB135187,1/30/18 11:00,003XX W 109TH PL,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,513,5,34,49,6,1176002,1832312,2018,2/8/18 15:48,41.6952215,-87.63121952,"(41.695221499, -87.631219523)"
11218416,JB135193,1/29/18 22:30,066XX S CARPENTER ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,724,7,17,68,04A,1170458,1860722,2018,2/8/18 15:48,41.77330476,-87.65069286,"(41.773304759, -87.650692856)"
11218415,JB135227,1/30/18 13:16,061XX S LANGLEY AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,313,3,20,42,6,1181948,1864546,2018,2/8/18 15:48,41.78354019,-87.60845539,"(41.783540187, -87.608455387)"
11218414,JB135256,1/30/18 14:15,025XX W CERMAK RD,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1034,10,25,31,26,1159734,1889313,2018,2/8/18 15:48,41.85198889,-87.68921912,"(41.851988885, -87.689219118)"
11218412,JB135119,1/29/18 17:00,004XX E 109TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,513,5,9,49,14,1181310,1832784,2018,2/8/18 15:48,41.69639635,-87.61177088,"(41.696396354, -87.611770884)"
11218411,JB135226,1/30/18 14:00,010XX W ARGYLE ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,2024,20,48,3,08B,1168146,1933580,2018,2/8/18 15:48,41.97328285,-87.65706383,"(41.97328285, -87.657063833)"
11218410,JB135254,1/29/18 12:00,068XX S CORNELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,332,3,5,43,11,1188379,1860054,2018,2/8/18 15:48,41.77106259,-87.58502075,"(41.771062585, -87.585020753)"
11218409,JB135208,1/30/18 8:30,0000X E 102ND ST,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,511,5,9,49,6,1178412,1837355,2018,2/8/18 15:48,41.70900595,-87.62224333,"(41.709005946, -87.62224333)"
11218408,JB135174,1/29/18 23:00,016XX W SHERWIN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2423,24,49,1,6,1164265,1948722,2018,2/8/18 15:48,42.0149161,-87.67090439,"(42.014916096, -87.670904385)"
11218407,JB135189,1/30/18 13:40,024XX N CLARK ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1935,19,43,7,26,1172675,1916494,2018,2/8/18 15:48,41.92629901,-87.64091738,"(41.926299014, -87.640917382)"
11218404,JB135223,1/30/18 10:00,038XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1122,11,28,26,14,1150770,1898411,2018,2/8/18 15:48,41.87713466,-87.7218818,"(41.877134658, -87.721881801)"
11218402,JB134918,1/30/18 10:37,012XX S WABASH AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,131,1,2,33,6,1176963,1894850,2018,2/8/18 15:48,41.86681074,-87.62581703,"(41.866810739, -87.625817031)"
11218401,JB135078,1/30/18 9:00,013XX S TROY ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,1022,10,24,29,04B,1155574,1893613,2018,2/8/18 15:48,41.86387317,-87.70437189,"(41.863873174, -87.704371893)"
11218400,JB135120,1/30/18 12:15,027XX W HADDON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,1211,12,26,24,08B,1158021,1907529,2018,2/8/18 15:48,41.90201044,-87.69500907,"(41.902010439, -87.695009072)"
11218399,JB135215,1/30/18 13:50,009XX W CULLERTON ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1235,12,25,31,6,1170329,1890598,2018,2/8/18 15:48,41.85529037,-87.65029523,"(41.855290366, -87.650295233)"
11218398,JB135245,1/22/18 15:00,092XX S PERRY AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,634,6,21,49,5,1177231,1843758,2018,2/8/18 15:48,41.72660332,-87.62637571,"(41.726603319, -87.626375709)"
11218397,JB135006,1/30/18 10:54,098XX S HALSTED ST,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,2223,22,21,73,18,1172709,1839741,2018,2/8/18 15:48,41.71568082,-87.64305821,"(41.715680818, -87.643058205)"
11218394,JB135021,1/30/18 11:30,003XX W NORTH AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1814,18,43,7,6,1173812,1910979,2018,2/8/18 15:48,41.91114034,-87.63690405,"(41.91114034, -87.636904049)"
11218393,JB135092,1/30/18 11:28,095XX S BENNETT AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,TRUE,FALSE,431,4,7,51,18,1190515,1842078,2018,2/8/18 15:48,41.72168355,-87.57776968,"(41.721683546, -87.57776968)"
11218391,JB134976,1/30/18 11:20,0000X E ROOSEVELT RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,123,1,2,32,6,1176576,1895067,2018,2/8/18 15:48,41.86741494,-87.62723119,"(41.867414944, -87.627231186)"
11218390,JB135196,1/29/18 18:00,052XX W QUINCY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1522,15,29,25,14,1141471,1898499,2018,2/8/18 15:48,41.87755286,-87.75602328,"(41.877552855, -87.75602328)"
11218383,JB134929,1/29/18 19:00,024XX N FRANCISCO AVE,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,FALSE,FALSE,1414,14,35,22,04B,1156634,1915948,2018,2/8/18 15:48,41.92514107,-87.69987533,"(41.925141071, -87.699875328)"
11218382,JB135195,1/18/18 13:01,063XX S SACRAMENTO AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,823,8,15,66,6,1157473,1862467,2018,2/8/18 15:48,41.77836627,-87.69824584,"(41.778366269, -87.698245838)"
11218381,JB135170,1/30/18 13:15,034XX W DOUGLAS BLVD,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1021,10,24,29,08B,1153608,1893242,2018,2/8/18 15:48,41.86289441,-87.71159889,"(41.862894406, -87.711598886)"
11218379,JB135194,1/30/18 9:00,006XX N KINGSBURY ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1831,18,42,8,6,1172883,1904116,2018,2/8/18 15:48,41.89232854,-87.64052046,"(41.892328543, -87.640520462)"
11218376,JB135221,1/30/18 14:00,003XX E RANDOLPH ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,114,1,42,32,08B,1178545,1901314,2018,2/8/18 15:48,41.88451238,-87.61981212,"(41.884512384, -87.619812122)"
11218375,JB134816,1/30/18 9:10,035XX S INDIANA AVE,560,ASSAULT,SIMPLE,CTA BUS,FALSE,FALSE,212,2,3,35,08A,1178178,1881701,2018,2/8/18 15:48,41.83070142,-87.62175666,"(41.830701415, -87.621756659)"
11218374,JB134962,1/30/18 10:45,069XX S MERRILL AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,331,3,5,43,08B,1191745,1859323,2018,2/8/18 15:48,41.76897564,-87.57270614,"(41.768975637, -87.572706135)"
11218373,JB134898,1/29/18 18:00,015XX W JUNEWAY TER,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2422,24,49,1,6,1164722,1951399,2018,2/8/18 15:48,42.02225211,-87.66914636,"(42.022252106, -87.669146363)"
11218370,JB135128,1/30/18 13:08,002XX W 31ST ST,560,ASSAULT,SIMPLE,GAS STATION,TRUE,FALSE,915,9,11,34,08A,1175287,1884420,2018,2/8/18 15:48,41.8382278,-87.63228237,"(41.838227796, -87.632282365)"
11218369,JB134019,1/29/18 14:00,050XX S CHAMPLAIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,223,2,4,38,08B,1181453,1871562,2018,2/8/18 15:48,41.80280415,-87.6100538,"(41.802804149, -87.610053795)"
11218367,JB134841,1/30/18 9:20,044XX S PRAIRIE AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,TRUE,215,2,3,38,6,1178782,1875670,2018,2/8/18 15:48,41.81413812,-87.61972436,"(41.814138117, -87.619724362)"
11218365,JB134925,1/21/18 21:00,129XX S LOWE AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,523,5,9,53,6,1174343,1819141,2018,2/8/18 15:48,41.65911511,-87.63768297,"(41.659115113, -87.637682973)"
11218364,JB135146,1/30/18 9:30,006XX W KINZIE ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1214,12,42,24,6,1172152,1902914,2018,2/8/18 15:48,41.88904635,-87.6432406,"(41.889046347, -87.643240599)"
11218363,JB134853,1/30/18 8:57,003XX E 35TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,211,2,4,35,7,1179418,1881857,2018,2/8/18 15:48,41.83110122,-87.61720232,"(41.831101215, -87.617202318)"
11218357,JB133682,1/29/18 10:00,087XX S MANISTEE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,423,4,7,46,3,1196150,1847542,2018,2/8/18 15:48,41.73653966,-87.55694955,"(41.736539663, -87.55694955)"
11218350,JB134930,1/30/18 10:57,082XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,424,4,7,46,14,1198580,1851016,2018,2/8/18 15:48,41.74601208,-87.54793088,"(41.746012078, -87.547930876)"
11218349,JB134821,1/29/18 12:00,108XX S AVENUE L,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,432,4,10,52,7,1201863,1833633,2018,2/8/18 15:48,41.69822896,-87.53649115,"(41.698228955, -87.536491151)"
11218347,JB135040,1/29/18 18:00,099XX S TORRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,FALSE,FALSE,431,4,7,51,14,1195453,1839562,2018,2/8/18 15:48,41.71465906,-87.5597658,"(41.714659058, -87.559765801)"
11218345,JB135162,1/25/18 3:22,082XX S MAY ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,613,6,21,71,6,1170088,1850136,2018,2/8/18 15:48,41.74426345,-87.65235637,"(41.744263454, -87.652356371)"
11218344,JB135125,1/30/18 12:26,014XX S SACRAMENTO DR,2024,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,TRUE,FALSE,1022,10,24,29,18,1156220,1893242,2018,2/8/18 15:48,41.8628421,-87.70201046,"(41.862842099, -87.702010464)"
